sample,fastq_1,fastq_2,strandedness,mouse_n,population,inoculum,dpi,group_assignment,inoculation_batch,sample_mass_mg,date_nuc_prep,incubation_time_hrs
916500-RML-120-17-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916500-RML-120-17-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916500-RML-120-17-PU1_R2.fastq.gz,auto,916500,PU1,RML,120,group_RML_120,BATCH2,211,2025-05-22,18.28
918261-ME7-90-10-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-NeuN_R2.fastq.gz,auto,918261,NeuN,ME7,90,group_ME7_90,BATCH4,255,2025-05-28,18.92
918261-ME7-90-10-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-SOX10_R2.fastq.gz,auto,918261,SOX10,ME7,90,group_ME7_90,BATCH4,255,2025-05-28,18.92
918261-ME7-90-10-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-SOX2_R2.fastq.gz,auto,918261,SOX2,ME7,90,group_ME7_90,BATCH4,255,2025-05-28,18.92
918261-ME7-90-10-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918261-ME7-90-10-PU1_R2.fastq.gz,auto,918261,PU1,ME7,90,group_ME7_90,BATCH4,255,2025-05-28,18.92
918264-22L-90-11-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-NeuN_R2.fastq.gz,auto,918264,NeuN,22L,90,group_22L_90,BATCH4,224,2025-05-28,19.28
918264-22L-90-11-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-SOX10_R2.fastq.gz,auto,918264,SOX10,22L,90,group_22L_90,BATCH4,224,2025-05-28,19.28
918264-22L-90-11-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-SOX2_R2.fastq.gz,auto,918264,SOX2,22L,90,group_22L_90,BATCH4,224,2025-05-28,19.28
918264-22L-90-11-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918264-22L-90-11-PU1_R2.fastq.gz,auto,918264,PU1,22L,90,group_22L_90,BATCH4,224,2025-05-28,19.28
918276-ME7-120-18-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-NeuN_R2.fastq.gz,auto,918276,NeuN,ME7,120,group_ME7_120,BATCH4,240,2025-05-29,17.47
918276-ME7-120-18-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-SOX10_R2.fastq.gz,auto,918276,SOX10,ME7,120,group_ME7_120,BATCH4,240,2025-05-29,17.47
918276-ME7-120-18-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-SOX2_R2.fastq.gz,auto,918276,SOX2,ME7,120,group_ME7_120,BATCH4,240,2025-05-29,17.47
918276-ME7-120-18-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918276-ME7-120-18-PU1_R2.fastq.gz,auto,918276,PU1,ME7,120,group_ME7_120,BATCH4,240,2025-05-29,17.47
918274-22L-60-3-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-NeuN_R2.fastq.gz,auto,918274,NeuN,22L,60,group_22L_60,BATCH4,241,2025-05-29,18.07
918274-22L-60-3-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-SOX10_R2.fastq.gz,auto,918274,SOX10,22L,60,group_22L_60,BATCH4,241,2025-05-29,18.07
918274-22L-60-3-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-SOX2_R2.fastq.gz,auto,918274,SOX2,22L,60,group_22L_60,BATCH4,241,2025-05-29,18.07
918274-22L-60-3-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918274-22L-60-3-PU1_R2.fastq.gz,auto,918274,PU1,22L,60,group_22L_60,BATCH4,241,2025-05-29,18.07
918291-ME7-90-10-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-NeuN_R2.fastq.gz,auto,918291,NeuN,ME7,90,group_ME7_90,BATCH4,238,2025-06-02,19.23
918291-ME7-90-10-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-SOX10_R2.fastq.gz,auto,918291,SOX10,ME7,90,group_ME7_90,BATCH4,238,2025-06-02,19.23
918291-ME7-90-10-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-SOX2_R2.fastq.gz,auto,918291,SOX2,ME7,90,group_ME7_90,BATCH4,238,2025-06-02,19.23
918291-ME7-90-10-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918291-ME7-90-10-PU1_R2.fastq.gz,auto,918291,PU1,ME7,90,group_ME7_90,BATCH4,238,2025-06-02,19.23
917461-CBH-90-12-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-NeuN_R2.fastq.gz,auto,917461,NeuN,CBH,90,group_CBH_90,BATCH3,229,2025-06-02,19.78
917461-CBH-90-12-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-SOX10_R2.fastq.gz,auto,917461,SOX10,CBH,90,group_CBH_90,BATCH3,229,2025-06-02,19.78
917461-CBH-90-12-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-SOX2_R2.fastq.gz,auto,917461,SOX2,CBH,90,group_CBH_90,BATCH3,229,2025-06-02,19.78
917461-CBH-90-12-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/917461-CBH-90-12-PU1_R2.fastq.gz,auto,917461,PU1,CBH,90,group_CBH_90,BATCH3,229,2025-06-02,19.78
918263-CBH-120-20-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-NeuN_R2.fastq.gz,auto,918263,NeuN,CBH,120,group_CBH_120,BATCH4,235,2025-06-03,17.6
918263-CBH-120-20-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-SOX10_R2.fastq.gz,auto,918263,SOX10,CBH,120,group_CBH_120,BATCH4,235,2025-06-03,17.6
918263-CBH-120-20-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-SOX2_R2.fastq.gz,auto,918263,SOX2,CBH,120,group_CBH_120,BATCH4,235,2025-06-03,17.6
918263-CBH-120-20-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918263-CBH-120-20-PU1_R2.fastq.gz,auto,918263,PU1,CBH,120,group_CBH_120,BATCH4,235,2025-06-03,17.6
916525-ME7-60-2-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-NeuN_R2.fastq.gz,auto,916525,NeuN,ME7,60,group_ME7_60,BATCH2,209,2025-06-03,17.58
916525-ME7-60-2-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-SOX10_R2.fastq.gz,auto,916525,SOX10,ME7,60,group_ME7_60,BATCH2,209,2025-06-03,17.58
916525-ME7-60-2-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-SOX2_R2.fastq.gz,auto,916525,SOX2,ME7,60,group_ME7_60,BATCH2,209,2025-06-03,17.58
916525-ME7-60-2-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916525-ME7-60-2-PU1_R2.fastq.gz,auto,916525,PU1,ME7,60,group_ME7_60,BATCH2,209,2025-06-03,17.58
916507-ME7-120-18-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-NeuN_R2.fastq.gz,auto,916507,NeuN,ME7,120,group_ME7_120,BATCH2,235,2025-06-04,19.2
916507-ME7-120-18-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-SOX10_R2.fastq.gz,auto,916507,SOX10,ME7,120,group_ME7_120,BATCH2,235,2025-06-04,19.2
916507-ME7-120-18-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-SOX2_R2.fastq.gz,auto,916507,SOX2,ME7,120,group_ME7_120,BATCH2,235,2025-06-04,19.2
916507-ME7-120-18-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916507-ME7-120-18-PU1_R2.fastq.gz,auto,916507,PU1,ME7,120,group_ME7_120,BATCH2,235,2025-06-04,19.2
916439-CBH-90-12-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-NeuN_R2.fastq.gz,auto,916439,NeuN,CBH,90,group_CBH_90,BATCH1,252,2025-06-04,19.38
916439-CBH-90-12-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-SOX10_R2.fastq.gz,auto,916439,SOX10,CBH,90,group_CBH_90,BATCH1,252,2025-06-04,19.38
916439-CBH-90-12-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-SOX2_R2.fastq.gz,auto,916439,SOX2,CBH,90,group_CBH_90,BATCH1,252,2025-06-04,19.38
916439-CBH-90-12-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916439-CBH-90-12-PU1_R2.fastq.gz,auto,916439,PU1,CBH,90,group_CBH_90,BATCH1,252,2025-06-04,19.38
916458-ME7-90-10-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-NeuN_R2.fastq.gz,auto,916458,NeuN,ME7,90,group_ME7_90,BATCH1,241,2025-06-10,18.9
916458-ME7-90-10-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-SOX10_R2.fastq.gz,auto,916458,SOX10,ME7,90,group_ME7_90,BATCH1,241,2025-06-10,18.9
916458-ME7-90-10-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-SOX2_R2.fastq.gz,auto,916458,SOX2,ME7,90,group_ME7_90,BATCH1,241,2025-06-10,18.9
916458-ME7-90-10-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916458-ME7-90-10-PU1_R2.fastq.gz,auto,916458,PU1,ME7,90,group_ME7_90,BATCH1,241,2025-06-10,18.9
918285-CBH-90-12-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-NeuN_R2.fastq.gz,auto,918285,NeuN,CBH,90,group_CBH_90,BATCH4,284,2025-06-10,19.63
918285-CBH-90-12-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-SOX10_R2.fastq.gz,auto,918285,SOX10,CBH,90,group_CBH_90,BATCH4,284,2025-06-10,19.63
918285-CBH-90-12-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-SOX2_R2.fastq.gz,auto,918285,SOX2,CBH,90,group_CBH_90,BATCH4,284,2025-06-10,19.63
918285-CBH-90-12-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918285-CBH-90-12-PU1_R2.fastq.gz,auto,918285,PU1,CBH,90,group_CBH_90,BATCH4,284,2025-06-10,19.63
918287-CBH-120-20-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-NeuN_R2.fastq.gz,auto,918287,NeuN,CBH,120,group_CBH_120,BATCH4,251,2025-06-11,18.42
918287-CBH-120-20-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-SOX10_R2.fastq.gz,auto,918287,SOX10,CBH,120,group_CBH_120,BATCH4,251,2025-06-11,18.42
918287-CBH-120-20-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-SOX2_R2.fastq.gz,auto,918287,SOX2,CBH,120,group_CBH_120,BATCH4,251,2025-06-11,18.42
918287-CBH-120-20-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918287-CBH-120-20-PU1_R2.fastq.gz,auto,918287,PU1,CBH,120,group_CBH_120,BATCH4,251,2025-06-11,18.42
916459-CBH-60-4-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-NeuN_R2.fastq.gz,auto,916459,NeuN,CBH,60,group_CBH_60,BATCH1,200,2025-06-11,18.67
916459-CBH-60-4-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-SOX10_R2.fastq.gz,auto,916459,SOX10,CBH,60,group_CBH_60,BATCH1,200,2025-06-11,18.67
916459-CBH-60-4-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-SOX2_R2.fastq.gz,auto,916459,SOX2,CBH,60,group_CBH_60,BATCH1,200,2025-06-11,18.67
916459-CBH-60-4-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916459-CBH-60-4-PU1_R2.fastq.gz,auto,916459,PU1,CBH,60,group_CBH_60,BATCH1,200,2025-06-11,18.67
918270-ME7-120-18-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-NeuN_R2.fastq.gz,auto,918270,NeuN,ME7,120,group_ME7_120,BATCH4,252,2025-06-12,17.52
918270-ME7-120-18-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-SOX10_R2.fastq.gz,auto,918270,SOX10,ME7,120,group_ME7_120,BATCH4,252,2025-06-12,17.52
918270-ME7-120-18-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-SOX2_R2.fastq.gz,auto,918270,SOX2,ME7,120,group_ME7_120,BATCH4,252,2025-06-12,17.52
918270-ME7-120-18-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918270-ME7-120-18-PU1_R2.fastq.gz,auto,918270,PU1,ME7,120,group_ME7_120,BATCH4,252,2025-06-12,17.52
916534-RML-90-9-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-NeuN_R2.fastq.gz,auto,916534,NeuN,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
916534-RML-90-9-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX10_R2.fastq.gz,auto,916534,SOX10,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
916534-RML-90-9-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-SOX2_R2.fastq.gz,auto,916534,SOX2,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
916534-RML-90-9-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916534-RML-90-9-PU1_R2.fastq.gz,auto,916534,PU1,RML,90,group_RML_90,BATCH2,213,2025-06-12,17.85
918271-22L-90-11-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-NeuN_R2.fastq.gz,auto,918271,NeuN,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
918271-22L-90-11-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX10_R2.fastq.gz,auto,918271,SOX10,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
918271-22L-90-11-SOX2,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX2_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-SOX2_R2.fastq.gz,auto,918271,SOX2,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
918271-22L-90-11-PU1,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-PU1_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/918271-22L-90-11-PU1_R2.fastq.gz,auto,918271,PU1,22L,90,group_22L_90,BATCH4,232,2025-06-16,19.83
916510-22L-60-3-NeuN,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-NeuN_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-NeuN_R2.fastq.gz,auto,916510,NeuN,22L,60,group_22L_60,BATCH2,242,2025-06-16,19.95
916510-22L-60-3-SOX10,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-SOX10_R1.fastq.gz,/media/tmurphy/4TB_HDD/exp383/merged_fastq/916510-22L-60-3-SOX10_R2.fastq.gz,auto,916510,SOX10,22L,60,group_22L_60,BATCH2,242,2025-06-16,19.95
